created_at,screen_name,text
2019,Jblz,I don't know what people find interesting or special about this street. Its a slightly busy street with a few expensive restaurants. The buildings aren't that special so it's not really worth making a detour to Bandung to visit. Plus it's kinda close to a pretty sketchy area.
2019,CheowTeck,Hip street with bars and nightlife in Bandung. Great place to chill and take nice photos! With the conservation plans the old building facaded were kept in their original design conditions and this is a good job by the city.
2019,AmeliaC,I come here everytime I want to enjoy heritage buildings with new twist. There're lot of street food and cafes too.
2019,Widayatwahyu,A lot of place to have food in good restaurant .and the price is totaly cheap considering bandung is big city
2019,MuhammadR,It’s a pleasant walk right there.   We will hear several cafe with live music on the night. Bandung culinary is always good to be tasted. For the photographer there are so many spot that might provides you an authentic art.
2019,KonradM,What could be a pleasant relaxed street with outdoor focused cafes and restaurants is ruined with insanely busy traffic using the street as a major thoroughfare in Bandung. After not very long the traffic noise and petrol fumes get to you.  It would be easy to divert traffic to
2019,G2Kpauly,I walked down here the other day as I heard it was a famous street in Bandung with a reputation for prostitutes and etc. Well in the day time it was very low key didn't see one lol. Afew shops cafes bars restaurants. Really has nothing on Malioboro St in Yogokarta which is way
2019,Nicks,The best place for food. if you are like me who lazy to go outside finding another place to go. but for the traffic it is very bad traffic at any time.
2019,Aladin,The locals talk about this place like it is the main hotspot. But in reality its a small street with a lot of traffic thieves and criminals. Im talking about after sunset. There are not much options foor good food or a relax place to drink. This street has also a filthy
2019,Estguint,Visited Bandung for several times and always came to this area. I like this place you can see and experienced the heritage of Badung. Some old building give you the impression of the colonial heritage which is good. A Lot of restaurants stand surrounded this area. Recommend area
2019,TysonHorsewell,If you are travelling to Bandung you have to visit Braga street. I think foreign and Indonesians all come down for a visit and when I was there it was very busy (also it was the weekend). There are a number of entertainment places dotted around and on the street. I'll update on
2019,Susan188,Not quite what we expected .. too many pple .. too little too few not very eventful .. it is a street w small eateries a few restaurants .. the area is not well lighted certain parts seem to be in pitch darkness ..  We had our dinner inUpNormal a local cafe chain tt is a
2019,AndrewP,Braga has potential but appears to be well past its prime...slightly seedy nightlife ordinary restaurants and way too many bad paintings being sold on the street.  A bit of a refresh and a few better quality eating options would make a lot of difference.  Perhaps conversion to
2019,Seri06,The only thing that interest me here are the old colonials style buildings and the paintings displayed by the vendors along the street. Those caught my eyes and heart. Other than that the street are packed with youngsters hanging around at the many food joins available here.
2019,Meiiq,Never bored to visit Braga Street. Along the street you’ll find culinaries places such as cafe restaurant or beer house . My favourite place is a cafe with old truck serving table we order two cup of Hot Cappucinno. Starbuck Braga has Starbuck in the corner of Braga City
2019,FrankvanOdiel,This could be a nice street plenty of cosy bars and restaurants. But with the unstoppable stream of cars and motorbikes it's an unpleasant place to be. This should be a street free of traffic jam.
2019,goodname,A street with lots of food stalls cafes restaurants and snacks its a busy street with a mall aswell
2019,AstariM,We had our afternoon stroll in this area. It has some great cafes and bakery. Great area for experience old bandung and take a sip on local coffee.
2019,P.Saravanan,A very short street for bars pubs and night clubs to chill out especially weekends.  Good vibes creates if you hang out with a group of friends and with your tour guide. The ladies were so exuberant entertaining every clients with warmth hospitality.
2019,J.N,Braga street used to be like the 'Champs Elysees' of Paris or the 'Kalverstraat' of Amsterdam in the 1930-s. There are still quite a few old buildings and the city government has tried to revive that old charm over the past years with mixed results. There are some nice
2019,AgungW,Nice ambiance with the historical place inside of bandung city culinary & coffee shop are the main attraction in this street
2019,JohannesAdhi,This street was amazing back in old time but now it is very crowded road with crowded vehicle every where.
2018,dean-kafie,Roaming around Braga street has always been great experience. So many things can be freely explored. From vibrant and pretty street arts to various selections of delicate culinary joints.
2019,AvinashH,Good restaurants/pubs. The place is full of energy. Would be awesome if all the shops are open and new food scene added as few shops have been locked for years.  Cleanliness  and maintenance should be better! Overall a good place to have a good time.
2019,DewiAnggraini,Found it very interesting walking down this street. If you're from out of Bandung you have to visit this street. I really feel the Bandung's air here! Most of the buildings are old buildings. In the center of the Braga Street lined up a lot of cafes restaurants bars bakery
2019,Banu3009,Street is colorful and particularly lively in the evenings. Skip the malls and check out the coffee shops and paintings on the street. Beautiful!
2019,mostlyharmless,We walked down the street several times during the day - it gave the impression of a street that had forgotten it's past glories. Many shops were closed and/or poorly maintained and there was hardly any life around. The street was also continually congested with traffic. We
2019,Davie,Braga ... the name of the street where I and my childhood friends play first we always ran towards the city hall and through this road now the Braga street has become a modern one-way street and has become a night entertainment place in the city of Bandung
2019,sweetag,A place where i grew up ..many memories of restaurants .... shops ...though now its totally different but some memories cant just b forgotten .. the bakery where i got my 5th birthday cake is still standing with gallore .old building but still the same quality
2019,RiedhaMuh,We went there for the infamous Toko Kopi Djawa but we couldnt get a seat because it was saturday night and very busy coffee shop. We finally had our dinner to the store next to it.   Braga Street offers you different kind of ambience in comparison with any other parts of the
2019,RosalinaS,Braga Street counted as Bandung's Old Town area.It's a narrow street with old buildings on both sides of the street.Most of the time when people come to this area they will park their vehicles at one side of the street that make the street even get narrower that caused traffic
2018,MizSally24,I love to walk along this street. There a lot of little shops here selling paintings restaurants souvineers and other Indonesian nick nacks.
2019,andrew110,Life’s rich tapestry laid out for you. From Starbucks to hard rock bars with live music. You won’t be bored here
2019,TaherAlbaghliJulian,This is one of famous shopping area  in Bandung .We went to this street to see the shops .This street in busy it  is a small street in the center of Bandung There are no special to expect.
2019,Escape39369077582,There are various coffee shop restaurant pub n stores along way. Music playing everywhere. I call it the little Legian street (Bali). It would be better if the government block the access for cars n motorcycles to enter because as we walk along the street car honking the
2018,SurajPokhrel,This place ia rich in culture. People are really nice and food is awesome. The centro is awake 24/7.
2019,LeeLee,There is nothing much on this street to see except some eateries. This can be the place to have your meals
2019,JamesE,Been to Braga recently. This is the only lively area in Bandung for visitors. Old Fashion bars are found. Melas reasonably priced. Beer specials before 7 PM. Good to SIT Down and watch people.
2019,Global353400,nice spot for a take your moment at bandung you can find many place to chill or just to walk by in this area
2019,wyldfamilytravel,They tell you its famous because it once looked like a street from Paris but that must have been a long long time ago
2018,HardyS.TS.IP.M.H.,One of the streets in Bandung city which is filled with elements of art and culture in it. The streets are made of paving blocks sidewalks are filled with pedestrian benches and road corridors are often found by street artists such as painters musicians and sculptors. Crowded
2019,BudimanR,Among of the street you can find cafe restaurant bar pub billiard amusement and a lot of fun outlet. Such as braga city walk.
2019,DonnyH,Hang out at cafes and restaurants buy some paintings enjoy street musicians palying or just simply walk and look around and have fun.
2019,Kykypriandini,When you go to this place theres a lot of restaurant and cafe here.. You also can buy artworks like painting..
2019,ogiey,Nice place .. best for taking picture..ambience was really old fashion.  You can also hanging out. Many hotel here.
2018,tony12cu,One street full of eateries and bars.  A place to relax have a drink and perhaps listen to some live music.
2018,IingL,Braga street in Bandung is the most historical site thanked to Holland people which their country army occupied Indonesia for 350 years. So  Bandung in West Java lies so many constructions  houses  and street which were built by Dutch and became the legendary places  and
2018,CK_Ong8271,Places for the young and hip to hang out. has few nices cafe and road side art. The place became more alive in the evening compare to the afternoon
2018,Rindu4melayu,Good historical place down the memory lane to visit for fellow seniors like myself. Good place to take a walk and visit some old cafe serving good local cuisine.
2018,HrhH,Jalan Braga haa been around for more than a century.  It has historical buildings and one of the oldest bakery in Bandung.
2018,CiptoO,I passed and do a lot of activities in Braga and surrounding area mostly just to hang out. Beaga is so much different compare only to few years back. Traffic and parking are the worst part then come the pollution both noise and air. If I was the government I would restricted
2018,Iwan,You can see the historical bandung building along this street. Not to worry the street is narrow. So you will not take a lot of time to travel this street
2018,baguss,Jalan Braga is one of the favorite places in Bandung which has a variety of places or restaurants and coffee shops that live from 8pm to 12pm. can pamper tourists and those who like live music and hangouts with friends.
2018,BraucicB,Braga Street reminds me on Europe where all bars and galerys are. You can get some Art find Good food and in the night life music and enojing with locals.
2018,Javatriplus_tour,In the past Jalan Braga was famous for the elegance and luxury of shop stores along the way now a road that must be avoided because of the traffic jams and noise from the sound of bars and restaurants cars and motorbikes parked on the roadside making traffic jams worse.Also
2018,George7777,Good to visit to understand Bandung during the Dutch Colonial times.... few cafes and bakery are still open as during that time.  Suggest to visit at late afternoon to night-time for a better atmosphere and activities
2018,tjhinnora,The place is crowded with people who is just walking around or chillin at local bar.  A lot of bar resto and hotel here.  The place is photogenic like old town. If you take a pic here the result is awesome because the place is photogenic.  Near here there is a place to eat
2018,Climber825099,Braga a lane full of surprise! If you are first time here this route gives you full of surprise of nite life entertainment. All is parked around the street. From one door to another door its just a steps away. A night spend may not enough for you to experience it all!  Its
2018,Aniek70,Our first time in Bandung city centre plenty restaurant in Braga street from our experience none of them selling beer. The road in Braga street ( Bandung city centre) very crowded with traffic very difficult to cross the road even  when it's showing green man ( safe to
2018,SusanL,Good place to hang out with lots to browse around. Some shops of interest too. We ate some local food though there are many other western food stall like pizzas pasta doughnuts burgers etc.
2018,CahyoAdiN,You can say from Braga with love. Because you can walk selfie welfie just sit down or you can eat and drink delicious food in this place. If you come at afternoon until night you can enjoy how romantic of Braga street..
2018,aihaibara27,Had a short vacation on weekend. Booked a backpacker hotel in braga street. We dont have to worry about finding a restaurant. Braga street have a LOT of resto bar and food stall.
2017,DidikAchmadi,This area marks some historical sites of Bandung city. It came pretty much alive during the night as it has many restaurants and entertainment centre. Recommended place for taking photos walking or wandering around eat drink have some 'fun'.
2018,Saratiger,Remembering those old days at the time of independents. street made up as history till now good for walk around .
2018,VeryA,You can feel the Art Deco feeling here. You must try all the food along Braga Street unforgettable taste.
2018,BonniB,It's a famous place since 350 years ago it's a place where the royal family or dutch family spend their time and enjoying the java tea or coffee.   So many tourist attraction at this place such as an old book store or pastry hotels are easily could find at this place from 2
2018,FelisianiThanti,Doing night walking with my friends here and its feel nice and enjoyable. Many restaurants cafes and hotels makes this street a good place to hangout.
2018,yvonneian,Well I went to this place in the morning so I don’t find any lively activities here.  Maybe the place is lively at night.
2018,amazinggirls,this place is famous only for night. there is bar music etc but there is nothing there. if you only want disco here the place but more than that there is nothing interest. the traffic is crazy.
2018,Fionaleevemoa,I went to find a nice bar to have a Jack Daniels drink and relax. I ended up in Braga street where there are numerous bars. Some with live entertainment and some offering karaoke. I was there at 12am and found a nice place full of locals drinking and listening to good music.
2018,MariaWawa,Loving the ambience here its like Malioboro was having collaboration with Kuta. U can find coffee shop restaurant pub bar and shopping centre here. Live music!
2018,EdwardP,Having fun here with friend. Open till 3 hour. The real bar street in bandung!  For tourist really advisable to go to.
2018,SoloTravelgirl,It's pleasant to walk along the street while sightseeing on street art shops as well as local life surrounds. Other than that you can try dining in one restaurant or cafe but be mindful with the price since it may vary from one restaurant to another. There are times when the
2018,Kuru276,Braga Street is a major disappointment  especially Braga City Walk. This place to only comes alive at night with a few restaurants and bars there. There were a couple of outlets that had a live band playing. There's nothing to do there during the day. However  there are a
2018,FritsC,i used to visit Braga since i was a kid. now after 30 years I felt that Braga now looks to old and dirty. Perhaps the city government can consider to close down the road and make it only for pedestrian so we can enjoy it more.
2018,widyastutii,there are many available place to stop for coffee and food we stopped for cup of coffee we choose many coffee shop but as we are 50 people so not much available at that time. This place like no sleep at all... people are rounding here and there.
2018,MudofirH,Night live in bandung. Full with cafe and club. Hang out places with cold weather. Very crowd at night
2018,aryadifitra,holiday in Bandung city is not complete if you have not stopped by the road braga many available food centers vary with affordable prices .. enjoy the night on the road braga can also be made an option to enjoy the city atmosphere at night.
2018,SariN,The Braga Street is full of nostalgic building its old but yet warm walking down the street makes you smile along the way. Resto and cafe located by the street.
2018,riyadh,The street is very nice has everything coffee shop and restaurant and small stores. Nice for walking afternoon
2018,DerekY,a street with historical value. a street with plenty of character. the only problem is that it is rundown and needs restoration and repairs to bring it to its formal glory. buildings here are rundown and pathways are broken. chairs that lined the streets are mostly damaged and
2018,regm889,Plenty of restaurants and pubs nice for walks popular among locals but does not get much crowds early supposed to be a walking street but cars do not give a damn to cross - should be a priority tried dome veg noodles which was ok with few friends!
2018,Suria_Nataadmadja,I noticed that some efforts has been done to make this street to look better. The street itself looks okay but needs a lot of work on the pedestrian walkway which not properly built dirty not properly maintained. At the end of the street there’s a makeshift police station
2018,RobynQ26,Cafes and restaurants here are a little past their prime and the whole street felt tired and lacked a vibe. Some paintings for sale along the street but not much else to hold your attention.
2018,Lidvar,There is a lot of street sellers that sells paintings some good and some bad. Everyone is quite eager to sell to foreigners. Then there are some restaurants but the good ones in Bandung is not here.
2018,Thetimidtravel,A historical road. Very beautiful yet modern. Surrounded by cafes and hotels. This street is very lively at night. Pretty. That's it. And near to the Merdeka building.
2018,CahyadiPakeh,Braga needs a serious attention if they want to maximise exposing this old heritage street. Few attractive cafes were there. Small but complete supermarket was definitely helpful. But gallery needs to really well organised
2018,dr_alhalim,Good place for hang out if you go with young people. At night also you get a huge of foods and beverages at your convenient
2018,ElinaTeng,Not sure why the good reviews but we found it an average street with some nice buildings and shops. Okay to stay in a hotel here still one of the better places to be at.
2018,AliciaG,Braga reminds me of Bali in a bit. Love the people here the culinary and night life so much alive at night! Feels like in-between Bali and Thailand. The street itself has many variants of street food. You will find an unexpected places if you go to the alleyways. I love
2018,elacparl,The area feels like Pham Ngu Lao in Vietnam. Lots of artsy shops cafes and resto. I think this is the backpacker's street in Bandung.
2018,KokoS,This place maintains its original shape from the past. The building architecture along this street brings out the oldies memories.  Some of the dining outlets also serve meals from our grand parents. The taste is also very authentics.
2018,elmila,The street itself has many cafes and restaurants to offer. For shopping and running load rather the many side streets and alleys. You can spend a day here.
2018,muhadilelono,In Braga Street Bandung you can enjoy many ancient buildings that represent Europe's architecture design. This street have many commercial restaurants and entertainment function
2018,AuroraH,very good to hangout with friends at night. many kinds of cafe that we can choose with good food and beverage.
2018,MARTIJNSAMS,Nice area to walk around and see. Jalan makan is here too ! Must go! All the locale go here for Some food and entertainment
2018,JulianS,You have not yet visit Bandung if you haven't been to Braga street. It is historic as it is lively. If you're lucky the city held a festival from time to time here.
2018,LailaY,There are good places to eat & shop on Braga but it is another tourist-y place which is okay if you’re a tourist. I myself prefer to go where the locals go — it’s there that youll find the best food and the best entertainment. Just my opinion though.
2018,verahs,this street name has been so famous since i was young. If we have a goverment people like goverment in Singapore I am sure they will turn this place in such way like they did with Clarke Quay. I lived in Singapore once and i know what their goverment has done to uplift their
2018,AriK,Braga street is where we can still find the old looks of Bandung pedestrian where we can now some cafes and restaurants nowadays. Braga street is very alive at night where some foreigners spend sometime here just to relax and hang out. From Braga we can access the legendary
2018,dedimulyadir,Braga Street (official name in Indonesian: Jalan Braga) is a small street in the center of Bandung Indonesia which was famous in the 1920s as a promenade street. Chic cafes boutiques and restaurants with European ambiance along the street had made the city to attain the Paris
2018,User749251,I enjoyed walking and browsing the shops and restaurants. Parking is non-existant and I wouldnt recommend driving there unless very accustomed to the area.
2017,Chaty,I went to Braga in the middle of the night and to my surprise the street was still alive! We could find street vendors and grab some snacks. Don't forget to take pictures in front of some landmarks and famous street murals.
2017,hartonoj93,good place to walk around or looking for night life L:) once was full with massage parlor :)  just nice
2018,himalmandapjurneys,for party lovers and night crawlers this place is awesome in Bandung. lots of fun activities around. give it shot while bing there.  cheers !!
2018,endlesspampas,Great atmosphere nice buildings interesting places. Beer for sale (rarity in java). Go for just walking looking at people and places. It has a nasty side as well but u can stay out of it.
2018,Sychim,The title just about sums up the street. If you're looking for one or more of the three above this is the place to go to. Good mix of locals and tourists we had a nice dinner here.
2017,YuddyH,The atmosphere in Braga is really like in other tourist areas like Legian Copacabana St Monica Malioboro and such. The life is 24 hours. Providing a great vibrant for travelers.
2018,dedyr168,Art deco building almost along the street with nice liive music and restaurant and cafe but the street too busy
2018,YurikoSuratman,I've been to Bandung quite often since my daughter went to the university there. Every time I went to Bandung I always find a time to hangout in braga street. Full of an old buildings with a new atmosphere. I never get bored.
2017,842rr,An evening on Braga Street is a must for any visitor to Bandung. Nice stores bars and restaurants to make an evening of it!
2018,MariaS,We went to Bandung by train to experience the train ride in general .  upon arrival in Bandung we went to Sejiwa Cafe then continued to Braga. There are still some old shops some old restaurants which brings some old memories. we went to Sumber Hidangan restaurant which now
2018,sapiendut,With so many old buildings with their historic charms the government should have preserved Braga Street buildings or at least the facade of all the stores there. Too bad that it’s far too late for that now.
2018,IkhwanN,nice it was good for hang out a lot of cafe and bar with live music the building are vintage i often hang out there if visit bandung
2018,Connector253474,Braga street every time traffic jemmed. The famouse at braga street because have 2 many club. I choose coffee feel behind the street. It's nice coffee. If want to go therenot go weekend. Weekend very heavy traffic jammed. Not eligable to go but if want to go club its ok...
2018,NonieJane,We found this street from Google and decided to explore. Surprisingly interesting street was busy with many bars and cafes locals hangout but funny things is that I felt like I'm in Bukit Highland KL or SG. Area is clean and cool definitely will come back again for sure.
2018,culfan2016,Popular for youngsters during the day and tourists and local adults at night. A lot of restaurants with all sort of international cuisine. Walking distance to Alun Alun the famous city square with a Mosque. Also close to the well known AsiaAfrica historical House & Museum.
2017,Adeavi,Now it only has some restaurant and night clubs that has live music and alcoholic drinks. There is also a hotel.
2018,Pambudi_ST,The famous street in bandung city. Atmosphere like the city of europe many ancient buildings Lots of cafes open at night. There are several hotels and mall braga city walk. The rest is nothing but a traffic jam street
2018,AgengS,If you look night life in bandung then this place is the right place. With the old building concept and cafe along the braga street it is nice place to hangout in the night
2018,valen705,very interesting place to visit as there are many bars and pubs around the hotel where we can go and drink
2017,OppaKuliner,A place you have to go to spend your night at the bandung. You can take some picture on the street or just have a good chit chat at the cafe in this area
2018,Athallah,At first i didn't know this place then my friend recommend me to join Citytour in Txbraga. For me it was most Historical place in bandung. Now i really love bandung especially in Braga Thanks to Citytour in Txbraga it make my life easier.
2018,Sulcata888,We visited this street on January 2018 it was our frist trip to Bandung and we were heard a good thing about the this area but it become BIG disappointed. It is nothing compare to Bali specially in Seminyak area. The are some cafe along the street but the food not really good
2017,Saniscaya,A very famous street in Bandung one of the oldest but with a hip touch. The building structures around it shares a history and you can feel it in the ambience. Lots of restaurants to please your culinary adventure from cheap to high class even the unique food of Bandung city.
2017,rethara,we have a nite walking from hotel its not weather friendly for our kids. But the ambience is cool..very vintage look. We have some memories in the past when we still in college in bandung. So it worthed to be visited.
2018,Artistry105,I went here with my friends and even though we chose an international brand cafe we noticed there are a lot of different options and varieties of cafes. Braga is quite historic and it’s walkable distance to the other tourist spots in Bandung such as the Asia-Africa conference
2017,aldyz90,Really good place to hang out everything so much better and a lot of improvement and more organized..
2018,MohindarB,Not much to see. Previouly it was better than present. Restarant Braga Permai is the icon. I came across with many Dutch in this restaurant. Easy to reach Braga. It's in the central of Bandung
2018,FifiI,Its my first time visiting jalan Braga and guess what.. its even better than i expected. I love the clean street ambience.. people buildings .. and technically everything .. You will be every easy to find a lot cafes and restaurants.. but i suggest to go around before decide
2017,Andhika,Yooozaaapp... This place have many cafe or some kind of that.  This really recommend if you walk in night
2017,Cenilhippie,I was here at christmas holiday so crowded and traffic jam along the way walks is the best choice and you can feel the ambience of the old town just short street but you can enjoy the city.
2018,OchiApril,This busy always traffic street offering oldies feel to it. Surrounding with old building that turns into resto and caffe this street give you memories of old cities. Many resto n cafe along side the street you can find Starbuck too in one of the old building. When it’s gets
2018,HRR1966,I passed the street on Satirday Night. It wad so crouded many motorcycle parked in the side of the street.
2018,ÅgeI,Ok please for lunch. Can sitting outside and enjoy your meal. Good service. Å lille bit noice from the traffic.
2017,Lexy,One of an exotic street in Bandung. Even a lot of bar now and sometimes so noisy but an old restaurant is still in business there. But for coffee lover one of a passionate barista will welcome you from second level of his coffee shop.
2017,rebeccakhor1,Braga street is a very interesting place where we can find historical buildings all along the street
2017,MuhammadK,Nice place to spend day or night by strolling arround. There are complete facilities along the street and environment. Eateries arts marts cosplayers even wifi. The one thing you need to avoid and someways will drop the mood is the very crowded area whith small pedestrian.
2017,DanielW,Braga street offers a lot of various menu and shop tenant. We can walk through the street without hunger
2017,NolaA,If you like an old town atmosphere this street could be your favorite. The restaurants around here offer different choices of food
2017,AKS05,One way street full of cafes and restaurants nice architectural Dutch colonial building a bit traffic on the office hours. Reasonable price this street is very strategic a lot of interesting places nearby such as Asia Africa conference museum Bandung Agung Mosque Bandung
2017,trihita2015,Not for my cup of tea good street cafe heritage coffee house used to be called Snup huis. Snack house in English. Nice building
2017,wishtrav,Seeing the well-preserved old buildings or stop in any old house converted as cafe are probably the main reasons people coming. Its generally safe to walk even on the night.   Some prost. (not sure if its a woman or transgender) are visible but not disturbing.
2017,GraceO,A very unique corner of Bandung with lots of concept cafes and great pedestrian space. The price of the cafes and restaurant there is also not very pricey.
2017,WinS,I was born in this city not very far from Jalan Braga once an elegant street ((jalan) during the colonial times. It's still there still beautiful and still nostalgic especially when we walk around the area and see the well-preserved art-deco buildings. Bandung is one of the
2017,Rickeywk,Attempted to stay near Braga street for a night due to its great reviews. Visited some of the must visit food places as recommended food is good but not exveptional.  Unless you are into paintings found along the street traditional arts and craft and colonial buildings and
2017,AhmadulFattaM,There's cafes and restaurants to explore at night. Live bands. Very busy street. Small road with too many cars and motorbikes.
2017,NovaNurAziyah,This street near with alun alun Bandung. If you go to Bandung you should come this street. There are so many resto art shop bar and another shop with old ambiance. You can spend your afternoon or your evening in here.
2017,Cpwee,A lot of western style cafes lining up the street. This is probably the most hip Street in Bandung.  Go if you have time only.
2017,CindyS,The street was nice and clean. You can take good photos here. There were several coffee shops and bar.   There is one old restaurant caught my attention. Unfortunately the price was too high for a backpacker budget
2017,mshahom,This is the place for the arts lover and food craving goers....a lot to choose from....multiple joints selling arts and cafes are located along the street...must visit for the experience....
2017,Regarfield_reza,During day time it like an ordinary place but still great with surrounding. Night time aaaah so crowd and so many music cafe  foods and so nice to mingle with others. Good place to taking picture !
2017,diki_dani,It has been years since mu last visit to this street. I find it amazingly great to find the current situation. There are cafes bars and restos that open until late.  I can say it has transform in to the Legian of Bandung.
2016,dmarthen,Walk the street on the evening. Plenty places for eat. Good atmosphere for youngsters. Lots of shop selling paintings as well. Not may parking spaces for cars though.
2017,YunitaA,I walked at the cloudy weather during the day. The atmosphere is very nice to walk while eating ice cream on the sidewalk. Got some photos at an interesting street corner.
2017,TaniaE,Clean. I love to walked here. Very instagramable area. Cozy at day and romantic at night. Also kids friendly.
2017,norashikinbaharom,Street with character very  happening night life with choices of eateries Very quaint architecture and interesting shops especially shops that sell paintings however street is very jammed throughout the day and especially at night.
2016,RinaNor,its nice to go here where you can see and feel the historical place and you can go to the old cafe selling bakery during Dutch era.
2017,AmyC,This street is always crowded many bars and cafes here. You can find an old old bakery also the old Dutch restaurant.  I don't really see much Dutch style  buildings or I can't tell however I find this area very lively !
2017,HarryF,A lot of interesting place international food and local food. The art shop sell a lot of interesting stuff. There is a mall on this street.
2017,MiracleL,A street filled with shops and cars. Some dutch architecture finishing on the building. Have restaurants.
2017,LiaB,braga street is one of my fav place to visit in bandung especially in the night time it gives you time to relax
2017,huangchan,I wasn't too sure about the fuss with the street. Perhaps I was there later at night but there wasn't really much going on along it and it feels a little dingy. But you can definitely catch a bite at a restaurant or a cafe there
2017,AnantS,Nothing great but Bandung has made an effort to make the place standout and look neat and clean. Lots of shops are converted to art-gallaries and there are many joints for youngsters. Since there isn't anything else to do in this town might as well go down this street to see
2017,h-chan,Here many foreigners hanging out. and there are many place to get alcohol club and bar. Also many local shop we can eat or drink. I recommend you to hang out here. You can get enjoying through just walking around this area.
2017,nuningloft,As a new comer from outside Bandung. We're just walk and trying out to reach this street. And thanks God with the up and down street finally we're there. So unique street with some ball stone and relax seat is available along the street. Some old fashioned restaurant still
2017,76nie,Walked here from the Grand Preanger. We used to have ice cream in one of the shops in the corner of Braga but it was not open when we went here on Monday night. There was a mall called Braga city walk which barely has anything in it so give it a pass.
2017,anditikahsp,For anyone who loves night. This place is nice to visit. Much more places of restaurants cafes bars hotels and also mall to support your activity. Love the situation very much ❤️❤️
2017,thisisres,Recommended for foreigners. Many drinking place from casual bars to xxx club. Braga Permai is a must visit here especially for those who want to enjoy good western food. Cars can park inside the Braga mall. Very crowded on weekends and so many suspicious men watching your
2017,Yanwartan,Bandung become destination for overseas tourist cause many reasons main reason is the history in this place lot nation gather to spoke their though agains injustice from block nation and it happend in Asia Africa Building near Braga street some times local goverment held
2017,HubertG,Went trough Braga Street only twice by evening . But it sure offers a wide variety of resto's . If I may make a suggestion : Braga Brasserie is top !  I little bit loud  but that's part of the charm  apparently .
2017,RezapahleviA,This street will remind us about dutch colonial era. There are many cafes and pubs. A 'must have to visit' place when traveling to Bandung city
2017,BagusW,I used to live in Bandung and I knew that back then Braga was like a shadow of its former self where it was just a narrow main street lined with old (and mostly disused) grandeur buildings.Despite effort by previous city mayor to improve the place it didn't seem to work
2017,gugunP,You are hunting for pictures? You must go to Braga Street. I already prove it and you will gonna miss this place when you came once in your life trust me
2017,SandeV,I like Braga street for hangout quite clean and friendly pedestrians food quite cheap and friendly staff for motor bike easy parking the street really colonial
2017,SJW,I must have missed something to me it was just an ordinary street with very little to see. All to our own.
2017,donna_tobing,The Braga's street serve everyone with a clean environment nice situation many kind of restaurant which are fulfill with cozy sorrounding and of should taste delicious ice cream by sitting on the chair... So relaxing....😊
2017,FidaL,Came here at night just for a walk with my husband. If you're not going to eat something it will be just so so. But maybe its different in the morning/afternoon. Because there were old building and other store that you can enjoy.
2017,wina86,We always visit jalan braga since it is the icon of Bandung. The crowd the ambience always makes us feel comfortable. Lots of food and cafes around here. And most important thing is its historical feelings when we were there.
2017,ShierryTan,Braga street is one of my favorite place in Bandung. There is so much cafe around this street and i think some cafe open for 24 hours. In the night there will be live music in some cafe.
2017,DentyaS,This place has undergone a lot of improvement right now you can find so many restaurants and souvernir shops and there are so many amusing things hapening in this place every weekends..
2017,RR1231,Braga Street is a must whether is afternoon or night  full of restaurant and shop  the few street vendor selling nice painting . And admire the old building along the street
2017,kartono_huang,Its an old establisment area of town but it was renovated to cater most tourist also local with food an beverages. It was set such a way to look vintage . It has been a tourist attraction area since then
2017,Hanny06,our stay at braga stress so it many time we walk along at this street its easly to get anything without used drived just walk around can get.what we need
